language,file,channel,termid,term,ref_bt,ref_et,sys_bt,sys_et,sys_score,sys_decision,alignment
swahili,BABEL_OP2_202_63084_20130801_015957_outLine,1,KW202-00040,eager kukam,236.41,237.0600,,,,,MISS
swahili,BABEL_OP2_202_44478_20131011_041636_outLine,1,KW202-00328,last week on,45.65,46.3700,45.68,46.35,0.983185350829,YES,CORR
swahili,BABEL_OP2_202_63484_20140128_234153_outLine,1,KW202-00328,last week on,,,243.99,244.74,0.0336292983424,YES,FA
swahili,BABEL_OP2_202_29663_20131208_035816_inLine,1,KW202-00099,anataka kuniona,114.41,115.5000,114.43,116.49,0.55978244771,YES,CORR
swahili,BABEL_OP2_202_29663_20131208_035816_inLine,1,KW202-00099,anataka kuniona,115.50,116.4900,115.52,116.49,0.246929822243,YES,CORR
swahili,BABEL_OP2_202_44309_20140220_184116_outLine,1,KW202-00099,anataka kuniona,,,424.42,425.29,0.00229177341238,YES,FA
swahili,BABEL_OP2_202_47405_20131215_233528_inLine,1,KW202-00098,i swear,79.42,79.8000,79.4,79.82,0.316844424134,YES,CORR
swahili,BABEL_OP2_202_18766_20140218_222017_outLine,1,KW202-00098,i swear,,,344.89,345.68,0.0131839657034,YES,FA
swahili,BABEL_OP2_202_55042_20131217_033729_inLine,1,KW202-00098,i swear,,,130.64,131.06,0.0021550235613,YES,FA
swahili,BABEL_OP2_202_27478_20140209_224101_outLine,1,KW202-00098,i swear,,,181.60,182.33,0.00290136799796,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_outLine,1,KW202-00098,i swear,,,123.79,124.61,0.00188234290787,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_outLine,1,KW202-00098,i swear,,,431.39,431.77,0.00817550850339,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_outLine,1,KW202-00098,i swear,,,363.29,363.79,0.0177683758406,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_outLine,1,KW202-00098,i swear,,,429.93,430.27,0.00649972817503,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00098,i swear,,,492.58,492.83,0.00134606683305,YES,FA
swahili,BABEL_OP2_202_24290_20140219_000423_inLine,1,KW202-00098,i swear,,,361.46,363.16,0.00751752730571,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_inLine,1,KW202-00098,i swear,,,504.07,505.86,0.0253406431643,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_inLine,1,KW202-00098,i swear,,,220.28,220.7,0.00493112665179,YES,FA
swahili,BABEL_OP2_202_73258_20130215_190454_inLine,1,KW202-00098,i swear,,,18.08,18.48,0.00107506115175,YES,FA
swahili,BABEL_OP2_202_73258_20130215_190454_inLine,1,KW202-00098,i swear,,,83.43,83.85,0.00202355120317,YES,FA
swahili,BABEL_OP2_202_77990_20131007_063102_outLine,1,KW202-00098,i swear,,,0.22,2.33,0.00122659012444,YES,FA
swahili,BABEL_OP2_202_77990_20131007_063102_outLine,1,KW202-00098,i swear,,,188.36,188.95,0.0011095512209,YES,FA
swahili,BABEL_OP2_202_98311_20130109_195922_inLine,1,KW202-00098,i swear,,,264.16,264.61,0.00380393293281,YES,FA
swahili,BABEL_OP2_202_73819_20130911_163458_inLine,1,KW202-00098,i swear,,,235.50,235.87,0.0112733302432,YES,FA
swahili,BABEL_OP2_202_12635_20131101_213218_outLine,1,KW202-00098,i swear,,,132.32,132.94,0.00108717059036,YES,FA
swahili,BABEL_OP2_202_84177_20131208_021104_inLine,1,KW202-00098,i swear,,,139.90,140.32,0.0127138693225,YES,FA
swahili,BABEL_OP2_202_63336_20140129_004138_inLine,1,KW202-00098,i swear,,,390.88,391.27,0.176473247516,YES,FA
swahili,BABEL_OP2_202_63336_20140129_004138_inLine,1,KW202-00098,i swear,,,65.87,66.62,0.0250711683726,YES,FA
swahili,BABEL_OP2_202_55902_20140121_230205_inLine,1,KW202-00098,i swear,,,299.30,299.7,0.00155650371146,YES,FA
swahili,BABEL_OP2_202_52265_20140123_235252_outLine,1,KW202-00098,i swear,,,546.68,547.08,0.0141461372018,YES,FA
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00098,i swear,,,402.07,402.52,0.00264499081417,YES,FA
swahili,BABEL_OP2_202_10524_20131009_200043_outLine,1,KW202-00098,i swear,,,159.21,159.51,0.00682444010087,YES,FA
swahili,BABEL_OP2_202_52265_20140123_235252_inLine,1,KW202-00098,i swear,,,389.03,389.48,0.00116053369184,YES,FA
swahili,BABEL_OP2_202_69964_20131012_170534_inLine,1,KW202-00098,i swear,,,72.40,72.84,0.00304669857632,YES,FA
swahili,BABEL_OP2_202_68384_20131031_003533_inLine,1,KW202-00098,i swear,,,199.07,199.52,0.00551956369251,YES,FA
swahili,BABEL_OP2_202_55042_20131217_033729_outLine,1,KW202-00098,i swear,,,582.79,583.14,0.00160889214167,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_inLine,1,KW202-00098,i swear,,,308.37,308.68,0.0533836452819,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_inLine,1,KW202-00098,i swear,,,18.78,19.15,0.058379326918,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_inLine,1,KW202-00098,i swear,,,345.91,346.86,0.0178586613071,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_inLine,1,KW202-00098,i swear,,,50.72,51.13,0.00907439341252,YES,FA
swahili,BABEL_OP2_202_73819_20130911_163458_outLine,1,KW202-00098,i swear,,,325.15,325.63,0.0370507827959,YES,FA
swahili,BABEL_OP2_202_48844_20130108_190416_outLine,1,KW202-00098,i swear,,,497.15,497.58,0.00569226151204,YES,FA
swahili,BABEL_OP2_202_33273_20130219_224915_outLine,1,KW202-00098,i swear,,,45.31,45.72,0.00909518345177,YES,FA
swahili,BABEL_OP2_202_33273_20130219_224915_outLine,1,KW202-00098,i swear,,,42.33,42.62,0.0040161816949,YES,FA
swahili,BABEL_OP2_202_44309_20140220_184116_inLine,1,KW202-00098,i swear,,,280.90,281.28,0.0399998366727,YES,FA
swahili,BABEL_OP2_202_44309_20140220_184116_inLine,1,KW202-00098,i swear,,,320.73,321.14,0.00350043901795,YES,FA
swahili,BABEL_OP2_202_44309_20140220_184116_inLine,1,KW202-00098,i swear,,,385.22,385.75,0.0248970935629,YES,FA
swahili,BABEL_OP2_202_44309_20140220_184116_inLine,1,KW202-00098,i swear,,,429.19,429.46,0.0016970055781,YES,FA
swahili,BABEL_OP2_202_14814_20140205_210842_outLine,1,KW202-00098,i swear,,,119.72,120.04,0.00150255790594,YES,FA
swahili,BABEL_OP2_202_55106_20131215_030617_inLine,1,KW202-00098,i swear,,,455.52,456.17,0.00558904881427,YES,FA
swahili,BABEL_OP2_202_63484_20140128_234153_inLine,1,KW202-00098,i swear,,,142.47,142.96,0.0526172422107,YES,FA
swahili,BABEL_OP2_202_66177_20140201_213827_outLine,1,KW202-00098,i swear,,,212.62,213.2,0.00117053709432,YES,FA
swahili,BABEL_OP2_202_63484_20140128_234153_outLine,1,KW202-00098,i swear,,,274.01,274.23,0.00118437341796,YES,FA
